name,description,ratings,number of lectures,difficulty,average rating,price,category
Song Science #2: The Complete Songwriting Chord Guide,Learn how to use advanced chords and understand practical music theory! Become a more advanced songwriter,492,,All Levels,4.6,11.99,Music
StichMethod Blues Master Class Part 1.,Finding a Teacher who Can REALLY EXPLAIN the Guitar is Rare... This will NOT Disappoint.,490,,Intermediate,4.8,24.99,Music
Learn to Play Saxophone: Beginner to Pro in Under Four Hours,"Master the art of Saxophone!  Cover a year's worth of private lessons in just a few hours, for a fraction of the cost.",482,,Beginner,4.5,11.99,Music
How to play Piano - Go from a Beginner/Intermediate to a Pro,"A Complete 40 Hours+ Piano Course  |  Learn about Scales , Chords , Playing piano by ear , Music Theory & more lessons !",462,334,All Levels,4.2,11.99,Music
Music Theory for Electronic Producers - The Complete Course!,"Join Successful students in Music Theory for Electronic Producers for Creating, Arranging and Analysing Music Theory",459,52,All Levels,4.5,11.99,Music
Songwriting & Music Production In GarageBand- A Total Guide!,Learn how to use the powerful tools that GarageBand offers for creative songwriting and high quality music production!,447,,All Levels,4.3,11.99,Music
SINGING SIMPLIFIED #1: The Fast-Track to Singing Like a Pro,"Find your unique voice naturally, while having FUN doing it!  A modern approach to singing lessons & vocal training.",448,57,Beginner,4.7,11.99,Music
Piano for Singer/Songwriters | Write Songs and Perform Live!,"Perform and sing your favorite songs on the piano! Step by step, easy to follow modern keyboard lessons for beginners",444,42,Beginner,4.6,11.99,Music
Music Production in Ableton Live 10 - The Complete Course!,"Learn Music Production in Ableton Live 10 Today and Understand how to Create, Record and Edit Your Own Music + Live Sets",443,,All Levels,4.3,11.99,Music
Music Theory for Electronic Musicians 2: Minor keys and More,"Electronic music theory, digital music theory, and dance music theory. Learn music theory with ableton live and more!",436,,Intermediate,4.9,11.99,Music
Learn to Play the Flute: Beginner Basics to Intermediate,"Learning to play the flute is incredibly rewarding, but getting started is a challenge. Let MusicProfessor help!",423,,Beginner,4.7,11.99,Music
Ultimate Ableton Live 9: Part 1 - The Interface & The Basics,"Learning Ableton Live the right way: From the basics to the advanced, from Ableton Certified Trainer J. Anthony Allen.",413,35,All Levels,4.1,11.99,Music
Music Composition Bundle: Composition & Film Scoring 1 & 2,"Learn music composition techniques through music composition lessons, music composition software, and techniques.",397,170,Beginner,4.1,11.99,Music
Steps to Take to Effectively Sell Music Online,Artists and musicians can learn exactly what it takes to market your music online through multiple streams.,397,39,All Levels,4.4,11.99,Music
Learn To Play The Drums,Become a drummer with a step by step programme to get you from being drumming novice to drumming expert!,376,,All Levels,4.6,11.99,Music
Cracking the Violin Code! The ultimate VIOLIN MASTERCLASS!,Learn violin with the detail it is taught in the most prestigious Music Schools and Conservatories.,375,40,All Levels,4.5,11.99,Music
Sound Design 102: Using Synthesis for Music Production,"Using Ableton Live and Reason, we will learn how to craft sounds using any synthesizer to make our tracks amazing.",368,,All Levels,4.7,11.99,Music
Music Producer Masterclass: Make Electronic Music,Compose Music At A Professional level. Learn FL studio From Beginner To Expert Level. Become A Music Producer.,358,59,All Levels,4.3,11.99,Music
Guitar Chord Mastery!Turn Your Brain Into A Chord Encyclopia,Make Learning Guitar Chords A Snap! Plus...Learn Music Theory in Record Time with No Sight Reading!,354,225,Intermediate,4.2,11.99,Music
Music Theory #1- Circle of 5ths Master Class 12 Keys,"Secret Tips fully revealed - Circle of 5ths - Major Keys, Chord Progressions - Piano, Guitar, Ukulele, Piano, Violin etc",354,149,All Levels,4.4,11.99,Music
GarageBand Masterclass: Learn GarageBand Today,Learn GarageBand for music and audio production.,345,64,All Levels,4.5,11.99,Music
Learn Compression & Dynamics Processing: The Complete Guide!,"Learn everything you need to know about compression, which can take an OK recording/mix & make it a great recording/mix.",344,,All Levels,4.8,11.99,Music
Quicklessons Piano Course - Learn to Play Piano by Ear!,Imagine playing piano by ear. How would that improve your music? Understand the theory and improvise your own songs.,340,144,All Levels,3.8,49.99,Music
Learn to Play the Trumpet: Beginner to Pro Made the Easy Way,Master the art of Trumpet!  Cover a year's worth of private lessons in just a few hours and at a fraction of the cost.,339,,Beginner,4.6,11.99,Music
Vocal Boot Camp: Riffs and Runs,A step by step guide to modern vocal improvisation for musicians and intermediate vocalists.,338,,Intermediate,4.9,11.99,Music
"Ultimate Ableton Live 10 COMPLETE: Parts 1, 2, and 3","Learning Ableton Live 10 Suite through tutorials, tracks, and more. Learn the Live software download quickly and easily!",335,99,All Levels,4.3,11.99,Music
Adventures in Classical Music—Music Appreciation for All!,"Understand and enjoy classical music at your own pace. A music history course, including a music theory introduction.",318,,All Levels,4.6,11.99,Music
Guitar Super System Level 2,"The second level of the all-inclusive guide to guitar mastery, featuring world class instruction and videography.",315,34,Expert,4.5,99.99,Music
Mixing & Mastering Electronic Dance Music (EDM),Learn how to professionally mix and master any style of electronic dance music using any plugins or DAW.,306,49,All Levels,4.1,11.99,Music
Mixing for Music Producers,Get your tracks radio-ready with this comprehensive guide to mixing for producers.,302,47,All Levels,4.2,11.99,Music
"Film, TV, & Video Game Music Composition + Production BASICS","Learn how to Write, Produce, Mix, & Master professional-quality Music for Film, TV, & Video Games! All levels welcome!",300,64,All Levels,4.2,11.99,Music
Learn How to Improvise on Guitar in 30 Days,"Guitar Insights: Learn my Proven Guitar System to Create Beautiful Guitar Solos On The Spot, in ANY Key Signature",298,33,Beginner,4.3,11.99,Music
Ableton Push - Workflow and Production,Learn Push workflow and production techniques with Ableton Certified Trainer Mitch Lee.,296,,All Levels,4.4,11.99,Music
The Basics Of Pro Songwriting,Learn How To Write Songs Like The Pro's,295,,Beginner,4.5,11.99,Music
Orchestration 1: Compose Orchestral Music for Strings,Learn to write for orchestral instruments properly and unleash the epic power of the orchestra in your work,283,97,All Levels,4.5,11.99,Music
Phase 2 - Becoming A Natural Singer,Advanced vocal training for experienced singers who are ready to take their skills to the next level.,280,41,Intermediate,4.7,99.99,Music
Music Production Bootcamp: Learn the Basics of Making Beats,Gain a better understanding of music production and learn several techniques to produce instrumentals in any daw!,277,27,Beginner,4.5,11.99,Music
7 Secrets to HIT Songwriting,"Veteran Motown writer teaches you how to master the art of Hook, Verse, Melody writing & more. Secrets finally revealed!",276,74,All Levels,4.3,11.99,Music
Music Theory Grade 1 - British School Muscat,All you need to know to fast track to success with your grade 1 music theory exam.,275,15,Beginner,3.8,11.99,Music
Learn to Play Clarinet: Beginner to Pro in Under Five Hours,"Master the art of Clarinet!  Cover a year's worth of private lessons in just a few hours, for a fraction of the cost.",274,,Beginner,4.5,11.99,Music
How To Sing  #2: Increase Vocal Range & Blend Registers,"Vocal Workouts To Get You Singing Higher, Louder & Stronger With More Flexibility",274,47,Intermediate,4.6,11.99,Music
Play Modern Blues Now,Take your playing to the next level using proven effective methods simplified so you can play amazing modern blues ASAP.,262,35,Intermediate,4.8,11.99,Music
"Ultimate Ableton Live 9 Complete: Parts 4, 5, & 6","Learning Ableton Live the right way: From the basics to the advanced, from Ableton Certified Trainer J. Anthony Allen.",259,121,Intermediate,4.7,11.99,Music
Piano Fastlane -  Master Piano & Keyboard in an INSTANT,The Platform's biggest Piano Course - lessons to play by ear & to read sheet music: from Pop or Classic to Improvisation,258,127,All Levels,4.5,11.99,Music
Ultimate Ableton Live 9: Part 4 - Synths & Samplers,"Learning Ableton Live the right way: From the basics to the advanced, from Ableton Certified Trainer J. Anthony Allen.",257,47,Intermediate,4.9,11.99,Music
Rockabilly Guitar For Beginners,a complete guide to get you started on 1950s rock and roll/ rockabilly guitar,256,37,Beginner,4.3,11.99,Music
Music Theory Comprehensive: Part 1 - How To Read Music,A Complete College-Level Music Theory Curriculum. This is Part 1: Reading Music & The Symbols of Music Notation,256,41,Beginner,4.6,11.99,Music
Learn How to Make Electronic Music with Cubase,Learn how to create an electronic track from A to Z. A comprehensive guide to using Cubase for your Productions!,256,,All Levels,4.5,11.99,Music
Learning  Apple Logic Pro X - Master Logic Pro X Quickly,"Learn how to edit, mix, correct and create amazing audio with Apple Logic Pro. A definitive course for all audio pros",246,58,All Levels,4.1,11.99,Music
Country Guitar Essentials: Chicken Pickin',Learn Essential Techniques of Country Guitar,246,80,All Levels,3.9,11.99,Music
Piano From Zero To Pro - Beginner Essentials To The Piano,Learn all of Amosdoll's Beginners fundementals before preparing on how to play ANY song by ear without guessing,241,51,Beginner,4.3,11.99,Music
Beginner Piano,Master keyboard fundamentals by learning real music,237,89,Beginner,4.5,11.99,Music
Piano Chords,Learn to read chord symbols in a visual and intuitive way using real music,237,,Intermediate,4.8,11.99,Music
Vocal Warmups for Great Technique,Singing lessons for beginners and professionals. Learn to sing from an experienced voice teacher.,234,10,All Levels,4.8,11.99,Music
Sylenth Tutorial: Master Lennar Digital's Sylenth1,Create your own sound patches by mastering the art and science of subtractive synthesis with Lennar Digital's Sylenth1!,233,55,All Levels,4.6,11.99,Music
Logic Pro X -  Masterclass,All you need to know to make music SUPER FAST!,232,41,All Levels,4.5,11.99,Music
Avid Pro Tools 12 Fundamentals,"Record, Edit and Mix Dialogue; Music and Sound Effects",232,90,All Levels,3.9,11.99,Music
Music Production - Learn the Compressor Effect,Enhance the Quality of your Music Productions,232,12,Beginner,4.6,11.99,Music
Music Production with Presonus Studio One ✅,This course takes an in depth look at how you can produce and write a song with Presonus Studio One,231,,Beginner,4.6,11.99,Music
Be a Voice Actor: Making a Living with Your Voice,Learn the tools and techniques to get started working from home (and making money!) in the world of voiceovers,223,,All Levels,4.3,11.99,Music
Ableton Live - Tech House Tutorial 2017,From A Blank Canvas To A Fully Mixed And Mastered Track,221,59,All Levels,4.5,11.99,Music
Play Ukulele Now,"Learn to play ukulele, make your own music in your own way on the ukulele and have fun doing it.",219,78,All Levels,4.4,11.99,Music
Complete Guide to Maschine MKII,"Every aspect of the hardware and software comprehensively explained, with examples of many styles of music throughout.",216,,All Levels,4.5,11.99,Music
"Reiki Level I, II and Master/Teacher Program","Learn Reiki Levels 1, 2 and Master Level to become a Certified Traditional Usui Reiki Practitioner/Instructor",22707,,All Levels,4.7,11.99,Personal development
Become a SuperLearner® 2: Learn Speed Reading & Boost Memory,The original course to learn faster & more easily using the skills of the worlds fastest readers & memory record holders,11991,,All Levels,4.3,11.99,Personal development
Life Coaching Certification Course (Achology Certified),Become Certified in Life Coaching with this Comprehensive Online Life Coach Certificate Course | Achology Accredited,7683,,All Levels,4.5,11.99,Personal development
Cryptocurrency ICO Investing Course 2018: Identify the Best!,Learn how to pick the most high-quality and game-changing ICOs in 2018 and onwards to help build your Retirement fund!,6736,22,All Levels,2.7,11.99,Personal development
"Sounds True's Freedom to Choose Something Different, Part 1",Pema Chodron on How to Transform Your Life and Find Lasting Peace and Happiness,6013,,All Levels,4.6,11.99,Personal development
NLP Practitioner Certificate Course (Beginner to Advanced),"Achology Certified NLP Practitioner Course | Learn the Core Ideas, Methods & Principles of Neuro-Linguistic Programming",5918,,All Levels,4.4,11.99,Personal development
Arts Therapy - Arts Therapy For Self Healing (Part One),Art Therapy : Therapeutic Art and The Healing Process of Therapeutic Art For Self Expression and Self Healing,5235,,All Levels,4.3,11.99,Personal development
Investing In Stocks  The Complete Course! (11 Hour),"Master Investing in the Stock Market with Stocks, Mutual Funds, ETF, from a Top Instructor & Millionaire Stock Portfolio",5100,,All Levels,4.3,11.99,Personal development
"Mindfulness Practitioner Course (Level I, II, III & Master)",Become an Achology Certified Mindfulness Practitioner & Learn Everything you need to know about Practicing Mindfulness,4201,,All Levels,4.4,11.99,Personal development
Effective Time Management - Get 10X More Done in Less Time,How Entrepreneurs and Small Business Owners can Get 10X More Done in Half of the Time,4064,9,Beginner,4.4,11.99,Personal development
Neuroplasticity: How To Rewire Your Brain,"How to develop mental flexibility, change habits, stop procrastination and alter memories based on neuroscience research",3980,,All Levels,4.6,11.99,Personal development
Acumen Presents: Elizabeth Gilbert's Creativity Workshop,Become equipped with the practical tools & inspiration to jumpstart your creative journey.,3569,21,All Levels,4.4,44.99,Personal development
"Reiki Level I, II and Master Certification | Energy Healing","Become a Certified Usui Reiki Practitioner | Heal Yourself, Family, Friends, Clients, Pets and More with Energy Healing!",3426,,All Levels,4.8,11.99,Personal development
